ID,Title,Ingress,Keywords,Description,"Publication Date","Modification Date",URL,Breadcrumb,Source,Content
546,"Coronainformation som påverkar vår organisation",,-,,"2021-06-22 13:40:55","2021-06-22 13:40:55",/?id=546,service-och-stod-i-arbetet,INTERNAL,
547,"AD-grupper och behörighet","På startsidan finns det möjlighet att ""puffa"" för något i den rosa pufflisten. Puffarna ska lyfta ett ämne som är relevant just nu och under en viss tid framöver. Till exempel kan vi puffa för medarbetarenkäten när den är öppen eller friskvårdsbidraget när det närmar sig årets slut.
Det är kommunikationsenheten som ansvarar för och bestämmer om puffarna, men alla kommunikatörer kan lägga upp en puff i dialog med kommunikationsenheten. För att puffarna ska se bra ut måste alla puffar hålla sig till en ikon samt två rader text.
Det går också bra att be Rosanna lägga upp en puff.",-,,"2021-06-22 14:09:24","2023-04-06 13:14:17",/webbmanual-startsida/behorighet/ad-grupper-och-behorighet,webbmanual,INTERNAL,"<p>Alla som har behörighet att redigera i Joomla ligger i en AD-grupp. Det finns fem AD-grupper som reflekterar vilken roll vi har på webben coh intranätet. Det är webbansvarig kommunikatör (Rosanna) som ger behörighet. </p><p>Redaktörsrättigheterna är uppdelade i fyra grupper samt en grupp som jobbar specifikt med dokument på intranätet för socialförvaltningen.</p>
<ul>
<li>Webb-administratör (backend)</li>
<li>Webb-redaktör (frontend)</li>
<li>Webb-nyhetsredaktör</li>
<li>Webb-superanvändare</li>
<li>Intranet-dokument</li>
</ul><h2>Webb-administratör (webbredaktörer och kommunikatörer)</h2>
<p>I denna grupp finns kommunens webbredaktörer och kommunikatörer. Vi kan redigera i backend och på hela intranätet och kommunens webbplats. Vi har bland annat rättigheter att skapa och ta bort sidor. Denna roll kräver utbildning i Joomla och kunskap om våra riktlinjer. </p>
<p>Webbredaktörer:</p>
<ul>
<li>Rosanna Dalibor Beijer (KSF, MOH)</li>
<li>Anja Ljungberg (KSF)</li>
<li>Robert Andersson (KSF)</li>
<li>Linnea Persson (KSF, MOH)</li>
<li>Maria Pålsén (BUF)</li>
<li>Yrla Dentén (BUF)</li>
<li>Fredrik Håkansson (BUF)</li>
<li>Jessica Eliasson (SOC)</li>
<li>Emily Johansson (HR)</li>
<li>Marlene Strömberg (SVF)</li>
<li>Anna Liljedahl (KFT)</li>
<li>Madeleine Thyrsson (KFT)</li>
<li>Tomas Bolling-Nilsson (SYSTEMANSVAR)</li>
<li>Niclas Hagel (KSF)</li>
</ul><h2>Webb-redaktör (för webbpublicerare)</h2>
<p>I denna grupp finns medarbetare som regelbundet publicerar innehåll på en specifik del av intranätet eller kommunens webbplats. De så kallade webbpublicerarna kan enbart redigera i sidbyggaren i frontend och kan inte skapa eller ta bort en sida. Behörigheten omfattar hela intranätet och kommunens webbplats, men webbpublicerarna i denna grupp ska bara redigera en specifik del. Denna roll kräver viss utbildning i Joomla och kunskap om våra riktlinjer. I många fall räcker utbildning i klarspråk och en manual kopplad till den del av intranätet det rör sig om. Gruppen är till för att underlätta och effektivisera vårt innehållsarbete.</p>
<p>Webbpublicerare:</p>
<ul>
<li>Jenny Svensson (SOC, webbpublicerare)</li>
<li>Lisa Lindskog (SOC, processer)</li>
<li>Linda Forsell (SOC, processer)</li>
<li>Fredrik Sollenius (BUF, Stadsterassen)</li>
<li>Samuel Lindeborg (KC checklistor)</li>
<li>Gabriella Hulander (KC checklistor)</li>
<li>Niklas Jarhamn (KC checklistor)</li>
<li>Charlotte Rohdén (KC checklistor)</li>
<li>Agneta Åkesson (KSF, detaljplaner)</li>
<li>Cecilia Emanuelsson (KSF, detaljplaner)</li>
<li>Bo Pedersen (KFT, trafikmeddelande)</li>
<li>Maria Sturefelt (BUF, vuxenutbildningen)</li>
<li>Julia Olsson (BUF, vuxenutbildningen)</li>
<li>Nadja Halaby</li>
<li>Charlotte Mårtensson (HR)</li>
<li>Sanna Hedberg (KFT)</li>
<li>Emma Fast (SVF)</li>
<li>Madeleine Risberg (KFT)</li>
<li>Peter Bengtsson (KFT)</li>
</ul><h2>Webb-nyhetsredaktör (intranätet)</h2>
<p>I denna grupp finns medarbetare som har rättigheter att publicera nyheter och driftmeddelanden på intranätet. Det är främst kommunikatörer och de centrala webbredaktörerna som skriver nyheter, men om en verksamhet har behov av att regelbundet kunna publicera nyheter kan de utse en medarbetare som kan ligga med i nyhetsredaktörsgruppen. Detta sker i dialog med webbansvarig kommunikatör.</p>
<p>IT-service kan ha fler än en person som har rättighet att skriva driftmeddelanden.</p>
<p>Nyhetsredaktörer:</p>
<ul>
<li>Margareta Olofsson (HR-nytt)</li>
<li>Charlotte Mårtensson (HR-nytt)</li>
</ul>
<p>Redaktörer på IT-service (driftmeddelanden):</p>
<ul>
<li>Torbjörn Larsson</li>
<li>Andreas Slånemyr</li>
<li>Åsa Hollander</li>
<li>Victor Uhrberg</li>
<li>Axel Strange</li>
<li>Samuel Uhrberg</li>
<li>Alexander Rognli</li>
<li>Sebastian Carlzon</li>
</ul><h2>Webb-superanvändare</h2>
<p>Superanvändare är vi som ansvarar för plattformen och Joomla som CMS, och som är inne på en djupare nivå. Superanvändarna har behörighet till allt i systemet.</p>
<p>Superanvändare:</p>
<ul>
<li>Tomas Bolling Nilsson</li>
<li>Rosanna Dalibor Beijer</li>
<li>Joomlaproffs (vår utvecklingspartner)</li>
</ul><h2>Intranet-dokument </h2>
<p>I denna grupp finns medarbetare från socialförvaltningen som ska kunna publicera och uppdatera dokument på deras processidor. Vi kan lägga till medarbetare från andra förvaltningar också, om det finns behov för det. </p>
<p>Publicister för soc-dokument:</p>
<ul>
<li>Jessica Eliasson</li>
<li>Christina Fagerås</li>
<li>Ida Rydén</li>
<li>Ulrika Mullen</li>
<li>Maria Lundqvist</li>
<li>Lisa Lindskog</li>
<li>Sandra Svensson </li>
<li>Jennie-Ann Svensson</li>
<li>Igballe Ahmeti</li>
<li>Elin Kjaerulff Paulsson</li>
<li>Jenny Ahlqvist</li>
<li>Linda Forsell</li>
<li>Linda Nilsson</li>
<li>Camilla Gränsnäs</li>
<li>Alexandra Olsson</li>
<li>Johanna Tryggvesson</li>
<li>Jenny Larsnäs</li>
<li>Annika Olling</li>
<li>Maria Graf</li>
<li>Anette Sjöberg</li>
<li>Jane Stensson</li>
</ul>"
550,"Lönerapportering och ersättningar","Alla som har behörighet att redigera i Joomla ligger i en AD-grupp. Det finns fem AD-grupper som reflekterar vilken roll vi har på webben coh intranätet. Det är webbansvarig kommunikatör (Rosanna) som ger behörighet. ","Svenska nyckelord: löner, ersättningar, Personec självservice, tid och frånvaro rapportering, arbetsgivare, semesteransökan, löneut",,"2021-06-24 12:26:31","2023-06-09 08:24:14",/anstallning-och-arbetsmiljo/lon-formaner-arbetstid/arbetstid-och-tidrapportering/lonerapportering-och-ersattningar,anstallning-och-arbetsmiljo,INTERNAL,"<p>Som anställd i Falkenbergs kommun får du lön och eventuellt andra ersättningar från oss som arbetsgivare. För att ersättningarna ska bli rätt behöver du som medarbetare rapportera in tid och frånvaro. Det gör du via vår system Personec självservice. Detta sker på lite olika sätt beroende på om du är tim- eller månadsavlönad. När du rapporterat in en händelse som påverkar din lön, exempelvis att du söker semester en dag, kommer din chef kunna se händelsen och ska sedan besluta om att bevilja eller avslå den.</p><h2>Löneutbetalning</h2>
<ul>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""1"" data-aria-level=""1"">Lön utbetalas den 27:e i varje månad. Om den 27:e infaller på en helgdag betalas lönen ut vardagen före och i december utbetalas lönen sista vardagen före julafton. </li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""2"" data-aria-level=""1"">Du som har månadslön får lönen utbetald innevarande månad. Du som har timlön får din lön utbetald månaden efter. </li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""3"" data-aria-level=""1"">Tillägg (övertid, ob-tillägg, jour m.m.) betalas ut månaden efter.  </li>
<li data-leveltext="""" data-font=""Symbol"" data-listid=""1"" data-aria-posinset=""3"" data-aria-level=""1"">Löneavdrag för frånvaro görs innevarande månad om det är inrapporterat i Personec självservice innan lönen färdigställs för utbetalningen (kring den 20:de), annars görs avdraget nästa månad. </li>
</ul><h2>Kontrollera din digitala lönespecifikation</h2>
<p>Under andra veckan i varje månad (senast den 15:de) ska du som medarbetare gå in i Personec självservice för att titta på din lönespecifikation och kontrollera att frånvaro, extra tid med mera, är inrapporterat. Har du en varierande arbetstid kan du som hjälp även titta på din tidutvärdering för föregående månad för att se sina arbetstider dag för dag. Om du har frågor om din lönespecifikation eller du upplever att något inte stämmer ska du kontakta verksamhetens löneassistent. Vet du inte vem som är löneassistent för din arbetsplats så kan du fråga din chef. </p>
<h2>Ersättningar</h2>
<p>Nedan kan du läsa mer om olika formera av ersättningar du kan ha rätt till. Om du vill mer om ersättningarna kan du gå in i våra <a href=""https://skr.se/skr/arbetsgivarekollektivavtal/kollektivavtal/allmannabestammelserab.145.html"" target=""_self"">lokala kollektivavtal</a><a href=""index.php?Itemid=766"">.</a> Det kan även finnas lokala avtal som reglerar ersättningar på annat sätt.</p>"
551,"Personec medarbetare - guider",,-,,"2021-06-24 12:28:47","2021-06-24 12:28:47",/?id=551,anstallning-och-arbetsmiljo,INTERNAL,
552,"Arbetsår för personal med uppehållstjänst eller ferieanställning","Som anställd i Falkenbergs kommun får du lön och eventuellt andra ersättningar från oss som arbetsgivare. För att ersättningarna ska bli rätt behöver du som medarbetare rapportera in tid och frånvaro. Det gör du via vår system Personec självservice. Detta sker på lite olika sätt beroende på om du är tim- eller månadsavlönad. När du rapporterat in en händelse som påverkar din lön, exempelvis att du söker semester en dag, kommer din chef kunna se händelsen och ska sedan besluta om att bevilja eller avslå den.","Arbetsår, uppehållstjänst, ferieanställning, lärare, läsårsstider, förskollärare, fritidsledare, lärarassistenter, elevassistenter, elevvärdar, studiehandledare, skolkuratorer, skolsköterskor",,"2021-06-24 12:31:44","2023-06-27 12:58:49",/anstallning-och-arbetsmiljo/lon-formaner-arbetstid/arbetstid-och-tidrapportering/arbetsar-for-personal-med-uppehallstjanst-och-ferieanstallning,anstallning-och-arbetsmiljo,INTERNAL,"<p>Inför varje nytt läsår fastställs arbetsåret för personal med uppehållstjänst eller ferieanställning inom barn- och utbildningsförvaltningen. </p><h2>Arbetsår för personal med uppehållstjänst</h2>
<p>Arbetsår för personal med uppehållstjänst gäller för förskollärare, fritidsledare, lärarassistenter, elevassistenter, elevvärdar, studiehandledare, skolkuratorer samt skolsköterskor i olika eller vissa verksamheter inom barn- och utbildningsförvaltningen. </p>
<p> <a href=""index.php?option=com_docman&amp;view=document&amp;alias=3548-arbar-22-23&amp;category_slug=tillfallig-info-nyheter&amp;Itemid=721"" class=""doclink"">Arbetsår för personal med uppehållstjänst Läsåret 2022 2023</a></p>
<p> <a href=""index.php?option=com_docman&amp;view=document&amp;alias=3983-arbar-23-24&amp;category_slug=tillfallig-info-nyheter&amp;Itemid=721"" class=""doclink"">Arbetsår för personal med uppehållstjänst Läsåret 2023 2024</a></p><h2>Arbetsår för personal med ferieanställning</h2>
<p>Arbetsår för personal med uppehållstjänst gäller bland annat för lärare i förskoleklass, grundskola och gymnasieskola. </p><h3>Arbetsår för personal med ferieanställning i grundskolan läsåret 2023/2024</h3><table border=""1px"" style=""width: 100%; height: 100%;"">

<tr>
<td>Höstterminen 2023</td>
<td> </td>
</tr>
<tr>
<td>Arbetsåret startar</td>
<td>230809</td>
</tr>
<tr>
<td>Läsåret startar</td>
<td>230817</td>
</tr>
<tr>
<td>Studiedag</td>
<td>230926</td>
</tr>
<tr>
<td>Studiedagar</td>
<td>231030-231031</td>
</tr>
<tr>
<td>Höstlov</td>
<td>231101-231103</td>
</tr>
<tr>
<td>Terminsslut</td>
<td>231220</td>
</tr>

</table><table border=""1px"" style=""width: 100%; height: 100%;"">

<tr>
<td>Vårterminen 2024</td>
<td> </td>
</tr>
<tr>
<td>Arbetsdagar</td>
<td>240108-240109</td>
</tr>
<tr>
<td>Terminsstart</td>
<td>240110</td>
</tr>
<tr>
<td>Sportlov</td>
<td>240219-240223</td>
</tr>
<tr>
<td>Studiedag</td>
<td>240318</td>
</tr>
<tr>
<td>Påsklov</td>
<td>240402-240405</td>
</tr>
<tr>
<td>Studiedag</td>
<td>240508</td>
</tr>
<tr>
<td>Lovdag</td>
<td>240510</td>
</tr>
<tr>
<td>Lovdag</td>
<td>240607</td>
</tr>
<tr>
<td>Läsårsslut</td>
<td>240613</td>
</tr>
<tr>
<td>Arbetsårets slut</td>
<td>240618</td>
</tr>

</table><h3>Arbetsår för personal med ferieanställning i gymnasieskolan läsåret 2023/2024</h3><table border=""1px"" style=""width: 100%; height: 100%;"">

<tr>
<td>Höstterminen 2023</td>
<td> </td>
</tr>
<tr>
<td>Arbetsåret startar</td>
<td>230807</td>
</tr>
<tr>
<td>Läsåret startar</td>
<td>230816</td>
</tr>
<tr>
<td>Studiedag</td>
<td>230926</td>
</tr>
<tr>
<td>Studiedagar</td>
<td>231030-231031</td>
</tr>
<tr>
<td>Höstlov</td>
<td>231101-231103</td>
</tr>
<tr>
<td>Terminsslut</td>
<td>231220</td>
</tr>

</table><table border=""1px"" style=""width: 100%; height: 100%;"">

<tr>
<td>Vårterminen 2024</td>
<td> </td>
</tr>
<tr>
<td>Arbetsdagar</td>
<td>240108-240109</td>
</tr>
<tr>
<td>Terminsstart</td>
<td>240110</td>
</tr>
<tr>
<td>Sportlov</td>
<td>240219-240223</td>
</tr>
<tr>
<td>Studiedag</td>
<td>240318</td>
</tr>
<tr>
<td>Påsklov</td>
<td>240402-240405</td>
</tr>
<tr>
<td>Studiedag</td>
<td>240508</td>
</tr>
<tr>
<td>Lovdag</td>
<td>240510</td>
</tr>
<tr>
<td>Lovdag</td>
<td>240607</td>
</tr>
<tr>
<td>Läsårsslut</td>
<td>240612</td>
</tr>
<tr>
<td>Arbetsårets slut</td>
<td>240614</td>
</tr>

</table>"
554,"Kommunens styrdokument","Inför varje nytt läsår fastställs arbetsåret för personal med uppehållstjänst eller ferieanställning inom barn- och utbildningsförvaltningen. ",-,,"2021-07-28 08:28:29","2023-03-22 12:54:53",/ledning-och-styrning/styrande-dokument/kommunens-styrdokument,service-och-stod-i-arbetet,INTERNAL,"<h2></h2>
<p>Du hittar kommunens styrdokument – författningssamlingen – på vår externa webbplats. De finns där för att de ska vara tillgängliga även för våra invånare.</p>
<p>Våra styrande dokument innefattar:</p>
<ul>
<li>Kommunala föreskrifter</li>
<li>Lokala styrdokument</li>
<li>Avgifter och taxor</li>
<li>Reglementen</li>
<li>Delegationsordningar</li>
</ul><h2>Vad är ett styrdokument?</h2>
<p>Ett styrdokument reglerar den kommunala verksamheten. Enligt kommunlagen ska en kommun ha en budget, en arbetsordning för kommunfullmäktige och reglementen för de politiska nämnderna. Mer än så här säger inte kommunlagen om vilka styrdokument en kommun ska ha eller hur de ska utformas.</p>
<p>Samtidigt finns det speciallagstiftning som i vissa fall ställer krav på styrdokument. Detta förekommer till exempel inom miljö- och hälsoskyddsområdet, allmän ordning och säkerhet, socialtjänsten, hälso- och sjukvårdsområdet samt avseende taxor och trafikföreskrifter. Styrdokument som krävs enligt lag kan vara både tvingande och vägledande.</p>
<h3>Lokala styrdokument</h3>
<p>De styrdokument som vi själv väljer att ta fram för att styra våra verksamheter kallas lokala styrdokument och de ska ordnas enligt kommunens <a href=""index.php?option=com_content&amp;view=article&amp;id=646&amp;catid=8"" target=""_self"">struktur för styrdokument</a>.</p>"
555,"Vision, mål och viljeinriktning","
Du hittar kommunens styrdokument – författningssamlingen – på vår externa webbplats. De finns där för att de ska vara tillgängliga även för våra invånare.
Våra styrande dokument innefattar:

Kommunala föreskrifter
Lokala styrdokument
Avgifter och taxor
Reglementen
Delegationsordningar
","Falkenberg, kommun, hållbarhet, vision, Halland, tillväxt, välfärd, god kvalitet, näringsliv, jämlikhet, integration, biologisk mångfald",,"2021-07-28 11:52:37","2023-06-28 06:50:34",/ledning-och-styrning/vardegrund-och-vision/vision-mal-och-viljeinriktning,service-och-stod-i-arbetet,INTERNAL,"<p>Visionen för Falkenbergs kommun är ""Vi växer för en hållbar framtid"". I strävan att nå visionen behöver Falkenberg vara en attraktiv kommun med god kvalitet för hållbar tillväxt.</p><p>Utöver visionen har vi en politisk viljeinriktning med tre definierade mål. Du hittar hela vår vision och politiska viljeinriktning på kommunens webbplats.</p>
<p><a href=""https://kommun.falkenberg.se/om-kommunen/ekonomi-kvalitet-och-styrning/vision-och-mal"">Vision och mål</a></p>
<p><a href=""https://kommun.falkenberg.se/om-kommunen/ekonomi-kvalitet-och-styrning/vision-och-mal/kommunens-mal"">Kommunens mål – den politiska viljeinriktningen</a></p>
<p></p>"
556,Värdegrund,"Visionen för Falkenbergs kommun är ""Vi växer för en hållbar framtid"". I strävan att nå visionen behöver Falkenberg vara en attraktiv kommun med god kvalitet för hållbar tillväxt.","Falkenbergs kommun, värdegrund, Gott Bemötande, Tillsammans, Nyfikenhet, service, omtanke, respekt, samarbete, uppdrag, stödja varandra",,"2021-07-28 11:53:01","2021-11-08 16:57:26",/ledning-och-styrning/vardegrund-och-vision/vardegrund,service-och-stod-i-arbetet,INTERNAL,"<p>Falkenbergs kommuns värdegrund sammanfattas i tre gemensamma interna ledstjärnor: Gott bemötande, Tillsammans och Nyfikenhet.</p>
<h2>Gott bemötande</h2>
<p>Vi är professionella och ger god service. Vi visar varandra omtanke och respekt. Vi är kommunen vi själva vill möta.</p>
<h2>Tillsammans</h2>
<p>Vi samarbetar och gör varandra bättre. Vårt uppdrag är gemensamt. Vi hjälper och stöttar varandra. Tillsammans når vi längre.</p>
<h2>Nyfikenhet</h2>
<p>Vi känner tillit och ser möjligheter. Vi är modiga och engagerade. Vi visar intresse för varandra och vår omvärld. Vi vågar drömma stort.</p>"
557,"Mötesrum i Stadshuset","Falkenbergs kommuns värdegrund sammanfattas i tre gemensamma interna ledstjärnor: Gott bemötande, Tillsammans och Nyfikenhet.
Gott bemötande
Vi är professionella och ger god service. Vi visar varandra omtanke och respekt. Vi är kommunen vi själva vill möta.
Tillsammans
Vi samarbetar och gör varandra bättre. Vårt uppdrag är gemensamt. Vi hjälper och stöttar varandra. Tillsammans når vi längre.
Nyfikenhet
Vi känner tillit och ser möjligheter. Vi är modiga och engagerade. Vi visar intresse för varandra och vår omvärld. Vi vågar drömma stort.",-,,"2021-07-28 12:39:09","2023-06-12 11:21:39",/service-support-och-stod-i-arbetet/rum-mobler-stadning/motesrum-i-stadshuset,service-support-och-stod-i-arbetet,INTERNAL,"<p>Kommunen har många olika mötesrum och mötesrummen i Stadshuset är främst till för dig som jobbar där. Här hittar du en lista på de gemensamma mötesrummen med information om antal platser och vilken teknisk utrustning som finns. Alla rum är bokningsbara.</p><h2>Felanmäla mötesrum</h2>
<p>Om du upptäcker att något saknas eller är trasigt i mötesrummet du använt så lägg ett ärende till servicesupportens helpdesk för åtgärd av detta. </p><h2>Mötesrummen</h2><h3>Framtiden</h3>
<p>Antal platser: 8 (2 reservstolar)Utrustning: Whiteboard och pennor, TV-skärm, multikabel till TV-skärm</p>
<p></p><h3>Miljön</h3>
<p>Antal platser: 8 (2 reservstolar)Utrustning: Whiteboard och pennor, TV-skärm, multikabel till TV-skärm</p>
<p></p><h3>Svea mötesrum</h3>
<p>Antal platser: 8Utrustning: Whiteboard och pennor, TV-skärm, click-share</p>
<p>Det här mötesrummet ser ut som Framtiden och Miljön och ligger i det gamla väntrummet på våning 1 direkt, under Framtiden.</p>
<p></p><h3>Svea källare (matsalen i Stadshuset)</h3>
<p>Antal platser: 12Utrustning: Whiteboard och pennor, projektor, click-share</p>
<p></p>
<p></p><h3>Upplevelsen</h3>
<p>Antal platser: 22 (4 reservstolar)Utrustning: Stor TV-skärm och click-share</p>
<p></p><h3>Kommunfullmäktigesalen</h3>
<p>Antal platser: 48 samt 27 åhörarplatser (4 reservstolar)Utrustning: Mikrofoner, projektor, projektorduk, separat dator till projektorn, display för att styra tekniken</p>
<p></p><h3>BUF sammanträdesrum</h3>
<p>Antal platser: 18 (2 reservstolar)Utrustning: Stor TV, sladd för uppkoppling samt click-share, whiteboard och pennor</p>
<p></p><h3>Falkungen</h3>
<p>Antal platser: 8 (3 reservstolar)Utrustning: Whiteboard och pennor, projektor, projektorduk, click-share</p>
<p></p><h3>Rörbeckska</h3>
<p>Antal platser: 10Utrustning: Whiteboard och pennor, projektor, projektorduk, click-share</p>
<p></p><h3>Hållbarheten</h3>
<p>Antal platser: 50Utrustning: Projektor, projektorduk, separat dator till projektorn, display för att styra tekniken, 2 x TV, Whiteboard och pennor, blädderblock, mikrofoner</p>
<p></p><h3>Oasen</h3>
<p>Antal platser: 15Utrustning: Whiteboard och pennor, projektor, projektorduk, click-share</p>
<p></p><h3>Hallbergska</h3>
<p>Antal platser: 12Utrustning: Whiteboard och pennor, projektor, projektorduk, click-share, högtalare</p>
<p></p><h3>Loungen</h3>
<p>Antal platser: X (X reservstolar)Utrustning: Whiteboard och pennor, blädderblock, projektor, projektorduk, click-share, högtalare</p>
<p></p><h3>Falken</h3>
<p>Antal platser: 14 (4 reservstolar)Utrustning: Whiteboard och pennor, projektor, projektorduk, click-share. </p>
<p></p>"
558,"Boka mötesrum","Kommunen har många olika mötesrum och mötesrummen i Stadshuset är främst till för dig som jobbar där. Här hittar du en lista på de gemensamma mötesrummen med information om antal platser och vilken teknisk utrustning som finns. Alla rum är bokningsbara.",-,"Möteslokaler, sammanträdesrum, sammanträdeslokal","2021-07-29 08:49:37","2023-05-12 08:24:20",/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/boka-motesrum,service-support-och-stod-i-arbetet,INTERNAL,"<p>Vill du boka ett mötesrum gör du det i Outlook. Du hittar instruktioner för detta längst ner på sidan.</p><h2>Ditt ansvar när du bokar ett mötesrum</h2>
<p>Du som bokar ett mötesrum ansvarar för det under mötet. Kom gärna i god tid innan mötet för att säkerställa att lokalen motsvarar dina behov. När du lämnar rummet ska du se till att det ser ut som det gjorde när du kom samt låsa efter dig.</p>
<h2>Om något saknas eller inte fungerar</h2>
<p>Om du vill felanmäla teknisk utrustning kontaktar du IT-service samt mejlar en kopia till <a href=""mailto:alexander.Arnergard-Linde@falkenberg.se"">alexander.arnergard-linde@falkenberg.se</a>. För övriga frågor mejlar du även då till Alexander.</p>
<h2>Behöver du fika?</h2>
<p>Du hittar information om fika och hur du beställer detta på sidan <a href=""index.php?option=com_content&amp;view=article&amp;id=21&amp;catid=10"" target=""_self"">Mat och fika</a>.</p><h2></h2>
<h3>Använd helst inte kommunfullmäktigesalen</h3>
<p> Just nu rekommenderar vi att du använder andra lokaler än kommunfullmäktigesalen eftersom det inte är säkert att den tekniska utrustningen fungerar eller underhålls i den omfattning som krävs. Det pågår nämligen ett utredningsarbete om salens framtida användning.</p><h2>Boka möte i Outlook</h2>
<p>Du bokar ett mötesrum via din egen personliga kalender i Outlook.  </p>
<p>Observera att det finns olika versioner av Outlook. Om gränssnittet inte överensstämmer med bilderna eller om du vill veta hur du använder schemaläggningsassistenten hittar du en bra manual på Microsofts webbplats.</p>
<p><a href=""https://support.microsoft.com/sv-se/office/anv%C3%A4nda-schemal%C3%A4ggningsassistenten-och-hitta-rum-f%C3%B6r-m%C3%B6ten-i-outlook-2e00ac07-cef1-47c8-9b99-77372434d3fa#ID0EDD=Office_365"">Använda Schemaläggningsassistenten och Hitta rum för möten i Outlook (Microsoft Support</a>).</p><h3>Så här gör du</h3>
<p>1. Öppna Outlook. </p>
<p>2. Gå in i kalendern. </p><p>3. Välj Ny händelse.</p><p>4. Välj datum och tid, lägg till Deltagare. Status på deltagarna kommer att synas intill din valda dag och tid.</p><p>5. Lägg till ett rum i raden Plats. Tillgängliga platser kommer att visas i listan. Alternativt, bläddra med Hitta rum längst ned i listan med föreslagna platser.</p><p>6. Avsluta genom att klicka Skicka.</p>"
559,Medborgardialog,"Vill du boka ett mötesrum gör du det i Outlook. Du hittar instruktioner för detta längst ner på sidan.",-,,"2021-07-30 09:03:01","2023-03-27 11:39:01",/service-support-och-stod-i-arbetet/medborgardialog,service-support-och-stod-i-arbetet,INTERNAL,"<p>Här kan du som tjänsteperson eller politiker få information, tips och råd om medborgardialog. Medborgardialog innebär att vi som kommun på ett strukturerat vis involverar våra medborgare i en specifik fråga eller frågeställning. Syftet med medborgardialog är att få in medborgarnas perspektiv och skapa delaktighet inför politiska beslut.</p>
<p>Falkenbergs kommun har sammanfattat våra dialogambitioner i en särskild policy för medborgardialog. Vi har också skapat en handbok med tips och råd till dig som planerar för ett eget dialogarbete.</p>
<p>Handboken omfattar följande delar:</p>
<ul>
<li>Kommunens policy för medborgardialog</li>
<li>Definition av medborgardialog</li>
<li>Delaktighetstrappan</li>
<li>Ansvarsfördelning</li>
<li>Medborgardialogsprocessen</li>
<li>Generella tips</li>
<li>Olika dialogmetoder</li>
</ul>
<p><a href=""index.php?option=com_docman&amp;view=document&amp;alias=1351-handbok-i-medborgardialog-1&amp;category_slug=handlingar-och-tidskrifter&amp;Itemid=826"" class=""doclink"">Handbok i medborgardialog</a></p><p>Har du frågor om medborgardialog får du gärna kontakta Oskar Åhren på kansliavdelningen.</p>"
