title,url,document
Flytt och transport,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/flytt-och-transport,"Flytt och transport - del 2/2
vi anpassar träningen efter varje individs förutsättningar. Det kan även handla om att träna på att befinna sig i ett socialt sammanhang med andra personer. För att arbetsträningen ska bli så bra som möjligt behöver den många gånger kombineras med andra åtgärder. Det kan till exempel vara att anpassa arbetsuppgifter, arbetstider och använda hjälpmedel."
Restaurang Stadsterassen,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/mat-och-fika/stadsterassen,"Restaurang Stadsterassen - del 1/2
I Stadshuset finns Restaurang Stadsterrassen som serverar lunch och fika samt tar emot fikabeställningar. Restaurangen drivs i utbildningssyfte av lärare och elever på restaurang- och livsmedelsprogrammet på Falkenbergs gymnasieskola. Ät lunch på Restaurang Stadsterassen Måndag-torsdag mellan klockan 11.30 och 13.00 serveras lunch på Restaurang Stadsterassen. Dagens lunch består av 1 till 3 rätter, sallad och kaffe eller te ingår. För den som vill finns också en dessert att beställa. Lunch måndag-onsdag kostar 120 kr om du betalar kontant eller med kort. Det finns också kuponghäften att köpa, där du betalar 1150 kronor för 10 luncher. Desserten kostar 30 kr. Varje torsdag serveras en 3-rätters meny. 3-rätters menyn kostar 245 kr (kuponger gäller inte på torsdagar). Boka bord till lunch via telefon 0346-88 62 54. Fika för- och eftermiddag på Restaurang Stadsterassen I Restaurang Stadsterrassen serveras fika varje förmiddag mellan klockan 9.15 och 10.00 samt eftermiddagsfika mellan klockan 14.15 och 15.00 för kommunens personal. Fika kostar 25 kr. Det finns också kuponghäften att köpa för 250 kronor. Utskick kostar 40 kronor för kaffe och fralla. Utskick för kaffe och kaka kostar det 35 kronor Vid större sällskap, boka alltid bord via telefon 0346-88 62 54. Beställ fika från Restaurang Stadsterassen Du"
Restaurang Stadsterassen,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/mat-och-fika/stadsterassen,"Restaurang Stadsterassen - del 2/2
för kaffe och kaka kostar det 35 kronor Vid större sällskap, boka alltid bord via telefon 0346-88 62 54. Beställ fika från Restaurang Stadsterassen Du kan beställa fika för avhämtning i Restaurang Stadsterassen. Fika kan också levereras direkt till Kommunfullmäktigesalen och Hållbarheten i Stadshuset. Fika måste beställas senast kl.14:00 dagen innan och behöver innehålla uppgifter enligt nedan. Referensnummer: Namn och avdelning: Antal personer: Kaffe/Te: Frallor: Kaka: Tårta/smak: Specialkost om det finns. Tid/klockslag/datum, beställningen hämtas på Stadsterrassen Beställningen skickas via e-post till arisa.faibun@falkenberg.se"
Kontorsmaterial,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/kontorsmaterial,"Kontorsmaterial - del 1/1
Varje verksamhet ansvarar själva för inköpen av kontorsmaterial. Lägg en beställning hos vår avtalsleverantör Lyreco Advantage Sweden AB. För mer information om avtalet, hur du skapar konto och hur du beställer hittar du i kommunens avtalskatalog. Kommunens kuvert Behöver du fler kuvert för extern och intern post? Skicka din beställning via servicesupports helpdesk."
Tolk och översättare,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/tolk-och-oversattare,"Tolk och översättare - del 1/3
Falkenbergs tolkförmedling är en kommunal förmedling vars främsta syfte är att tillgodose behovet av tolk och översättningar inom de kommunala verksamheterna. Men vi förmedlar även tolkuppdrag till andra kunder, exempelvis advokater, tandläkare eller vårdcentraler. På Tolkförmedlingen arbetar två tolkförmedlare som i huvudsak arbetar med att ta emot beställningar och förmedla uppdrag åt tolkar. Vi har cirka 100 tolkar som är uppdragsanställda hos oss och som uppbär arvode vid bokade uppdrag. Debitering av tolkuppdrag Den avgift som tas ut för tolktjänster är uppdelad i en rörlig förmedlingsavgift och en timdebitering. Förmedlingsavgift Förmedlingsavgiften, som motsvarar ett tillägg på cirka 30 procent av den totala timdebiteringen för uppdraget, ska täcka administrativa kostnader för förmedling av tolktjänster. Förmedlingsavgiften finansierar bland annat personalkostnader för tolkförmedlarna, verksamhetssystem, försäkringar och lokalkostnader. Timdebitering Timdebiteringen grundas i tolkarvodets fem nivåer (se nedan) och priserna framgår i Tolkförmedlingens prislista. Det tillkommer även en ersättning på 60 kronor per uppdrag vid tolkning på plats. Arvodesnivå 2021/utförd tolktimme Auktoriserad tolk med specialkompetens (RT): 396 kr Auktoriserad tolk med specialkompetens polis/advokat (ST): 375 kr Auktoriserad tolk (AT): 357 kr Grundutbildad tolk (UT): 296 kr Övriga tolkar (ÖT): 262 kr Prislista Plats- eller skärmtolkning Vid platstolkning kommer tolken till den plats där tolkuppdraget ska"
Tolk och översättare,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/tolk-och-oversattare,"Tolk och översättare - del 2/3
kr Grundutbildad tolk (UT): 296 kr Övriga tolkar (ÖT): 262 kr Prislista Plats- eller skärmtolkning Vid platstolkning kommer tolken till den plats där tolkuppdraget ska utföras, till exempel till ett utvecklingssamtal på en skola. Vi kan även erbjuda tolk via skärm när det av olika anledningar inte bör vara ett fysiskt möte. Det är alltid kunden som avgör vid en bokning om den önskar tolk på plats eller via skärm. Lägsta debitering en timme. Telefontolkning eller meddelandeservice Tolken utför sitt tolkuppdrag genom att delta via telefon. Meddelandeservice kan till exempel vara att en kund behöver hjälp med att meddela en klient/patient/förälder en tid eller annan viktig information. Tolken får då i uppdrag att ringa upp personen i fråga vid angiven tid. Lägsta debitering 30 minuter Tolknivå, första timmen Auktoriserad tolk med specialkompetens (ST/RT): 757 kr Auktoriserad tolk med specialkompetens (ST/RT) polis/advokat: 975 kr Auktoriserad tolk (AT): 757 kr Auktoriserad tolk (AT) polis/advokat: 787 kr Grundutbildad tolk (UT): 590 kr Grundutbildad tolk (UT) polis/advokat: 591 kr Övriga tolkar (ÖT): 590 kr Översättning Fast kostnad: 290 kr/dokument Fast kostnad, akut översättning (inom 48 h): 600 kr/dokument Kostnad per ord (räknas i word och svenska ord): 2,50 kr Vi debiterar alltid kunden för"
Tolk och översättare,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/tolk-och-oversattare,"Tolk och översättare - del 3/3
Fast kostnad, akut översättning (inom 48 h): 600 kr/dokument Kostnad per ord (räknas i word och svenska ord): 2,50 kr Vi debiterar alltid kunden för minst 100 ord och max 2000 ord. Vi behöver få det dokument som ska översättas i word-format och du som beställare får också tillbaka det i word-format. Tillkommer vid platstolk Reseersättning: 3 kr/km Spilltid vid platstolk: 60 kr/uppdrag Obekväm tid (OB-tid) Vardagar kl. 19.00-06.00 samt lördag och söndag kl. 00.00-24.00: priset höjs med 50 procent. Afton med efterföljande helgdagar samt övriga helgdagar: priset höjs med 50 procent"
Arbetskläder och personlig utrustning,https://intranet.falkenberg.se/anstallning-och-arbetsmiljo/arbetsmiljo-friskvard-halsa/arbetsklader-och-personlig-utrustning,"Arbetskläder och personlig utrustning - del 1/1
På vissa arbetsplatser och inom vissa yrken kan du som medarbetare behöva arbetskläder. Det är din chef som är ansvarig för att se till att du har rätt utrustning för att du ska kunna utföra ditt jobb. Nedan hittar du vad som gäller för din förvaltning."
Tryck och kopiering,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/trycksaker,"Tryck och kopiering - del 1/2
Behöver du trycka eller kopiera något kan internservice hjälpa dig med det. Vi har en stor kopieringsmaskin/tryckpress som klarar både små och stora upplagor och varierande produkter. Vi hanterar format upp till A0 och det finns både blankt och vanligt obestruket papper. Det senare finns endast i 80g. Vi kan producera häftade trycksaker i A5- och A4-format. Självklart kan du ha en papperstyp på omslaget och en annan inuti. Vi kan kostnadsfritt erbjuda olika lösningar för vikning av broschyrer. Vi kan skriva ut affischer upp till storlek A0. Kostnaden för affischer större än A3 är 100 kr. Vår målsättning är att alltid leverera inom 2-3 arbetsdagar – oftast går det snabbare. Beställ tryck genom att skapa ett ärende i servicesupports helpdesk. Servicesupports helpdesk Du kan lägga till heldesk som genväg under ""Mina program"". Den heter ""Tryck och kopiering – helpdesk servicesupport"". Priser för kopiering Färg Format Gramvikt Kostnad i kronor för enkelsida Kostnad i kronor för dubbelsida A4 80-160 g 0,80 1,10 A4 200-250 g 1,10 1,40 A3 80-160 g 1,40 2,00 A3 200-250 g 2,10 2,70 SRA3 100-160 g 1,90 2,40 SRA3 300 g 2,80 3,40 Svart/vit Format Gramvikt Kostnad i kronor för enkelsida Kostnad i kronor för dubbelsida"
Tryck och kopiering,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/kopa-bestalla-och-boka/trycksaker,"Tryck och kopiering - del 2/2
2,10 2,70 SRA3 100-160 g 1,90 2,40 SRA3 300 g 2,80 3,40 Svart/vit Format Gramvikt Kostnad i kronor för enkelsida Kostnad i kronor för dubbelsida A4 80-160 g 0,650 0,60 A4 200-250 g 0,85 0,90 A3 80-160 g 0,85 1,00 A3 200-250 g 1,55 1,70 SRA3 100-160 g 1,25 1,40 SRA3 300 g 2,20 2,35 Färgat papper Format Extra kostnad i kronor A4 +0,30 A3 +0,40 Priser för laminering Format Kostnad i kronor A4 1,00 A3 2,00"
"Redaktörsstöd, webbredaktörer",https://intranet.falkenberg.se/webbredaktorer,"Redaktörsstöd, webbredaktörer - del 1/1
Om du behöver ändra något på intranätet eller kommunens webbplats kontaktar du en av kommunens webbredaktörer. Alla förvaltningar har en dedikerad webbredaktör och ofta också några webbpublicerar. Du kontaktar i första hand webbredaktören för din förvaltning. Är det brådskande och hen inte kan hjälpa dig kan du kontakta någon annan webbredaktör, eftersom vi stöttar upp varandra vid akuta ärenden. Detta gör en webbredaktör En webbredaktör är kortfattat någon som har behörighet att redigera innehåll på webb och intranät samt har kunskap om vilka rutiner, riktlinjer och lagkrav vi måste följa. Vi består av både kommunikatörer och ""vanliga"" medarbetare med andra huvuduppdrag. Huvudansvarig redaktör för både webb och intranät är Rosanna Dalibor Beijer. Ansvarig för all fakta på en sida är däremot alltid den faktaansvarige, och vem det är står under huvudrubriken på varje sida. Utöver webbredaktören har vi webbpublicerare som oftas bara redigerar på några delar av webben, till exempel en avdelnings egna webbsidor. Webborganisation – roller och ansvar Kontakta din webbredaktör Webbredaktören kan hänvisa dig till rätt webbpublicerare om det är relevant."
"Arkivera i kommunarkivet, slutarkivera",https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/arkivering/arkivera-i-kommunarkivet-slutarkivera,"Arkivera i kommunarkivet, slutarkivera - del 1/4
Om du ska arkivera handlingar och information lämnar du det till kommunarkivet. Det är där vi slutarkiverar allt material. I samband med det tar kommunarkivet och arkivmyndigheten över ansvaret för det du har levererat. Så här lämnar du in dina handlingar När du levererar dina handlingar till kommunarkivet ska du göra det på ett speciellt sätt. Använd arkivkartonger Du ska lämna in dina handlingar i syrafria arkivkartonger. Varje verksamhet beställer arkivkartonger direkt från vår upphandlade leverantör, för närvarande Lyreco. Det finns två storlekar, 55 och 80 mm. Lägg handlingar i rätt ordning Handlingarna ska ligga i den ordning de är skapade. Ofta är det ett personnummer, fastighetsbeteckning eller diarienummer som är en viktig sökingång. Packa varje handlingstyp för sig Packa varje handlingstyp för sig inför leverans: protokoll för sig, ekonomihandlingar för sig och så vidare. Gäller leveransen projekthandlingar eller liknande kan du lämna kvar pärmregistret om det är en förutsättning för att hitta bland handlingarna. Plocka bort gem och annat Plocka bort gem, plastfickor och post-it lappar, och undvik tipp-ex. Innehåller post-it väsentlig information ska du anteckna detta på ett vanligt papper som du lägger i akten. Häftklamrar får finnas kvar. Använd aktomslag om det behövs Använd aktomslag om du"
"Arkivera i kommunarkivet, slutarkivera",https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/arkivering/arkivera-i-kommunarkivet-slutarkivera,"Arkivera i kommunarkivet, slutarkivera - del 2/4
du anteckna detta på ett vanligt papper som du lägger i akten. Häftklamrar får finnas kvar. Använd aktomslag om det behövs Använd aktomslag om du behöver särskilja handlingarna. Det går bra att använda ett vikt A3-papper runt bunten. Vikningen ska, om möjligt, vara till vänster. Information om vad aktomslaget innehåller skriver du om möjligt i högra hörnet. Diarieakter och personalakter levererar du i de aktomslag som är specialbeställda för dessa. Skriv vad arkivkartongen innehåller Skriv med blyerts på arkivkartongerna. På ryggen ska det stå vad kartongen innehåller och från vilka år handlingarna är. Exempel på text på arkivkartongen TullbroskolanNationella prov åk 9vt 2009 Skriv ett digitalt leveranskvitto För att det klart ska framgå vad du har levererat ska du ordna ett digitalt kvitto till kommunarkivet, som bevarar kvitton på alla leveranser. Ditt namn ska framgå på kvittot. Du kan fylla i kommunarkivets kvittomall. Kvittot skickar du sen till kommunarkivet@falkenberg.se . Leveranskvitto – mall Arkivera stora mängder eller digitala handlingar Vill du leverera handlingar digitalt eller har stora mängder handlingar att leverera – ta kontakt med kommunarkivarien. Leverera sekretesshandlingar Kontakta alltid kommunarkivet i förväg när du vill leverera handlingar som innehåller känsliga personuppgifter, sekretesshandlingar och handlingar för personer med skyddade personuppgifter."
"Arkivera i kommunarkivet, slutarkivera",https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/arkivering/arkivera-i-kommunarkivet-slutarkivera,"Arkivera i kommunarkivet, slutarkivera - del 3/4
kommunarkivarien. Leverera sekretesshandlingar Kontakta alltid kommunarkivet i förväg när du vill leverera handlingar som innehåller känsliga personuppgifter, sekretesshandlingar och handlingar för personer med skyddade personuppgifter. Några exempel på sådana handlingar är: journaler, elevakter och personakter inom social omsorg. Ring eller mejla oss så bokar vi in en tid för personlig överlämning. Tänk på att inte skicka sekretesshandlingar eller andra känsliga handlingar med internposten. I akten för en person med skyddade personuppgifter bör både fiktiva och autentiska personuppgifter finnas med. Kontakta alltid kommunarkivet inför leverans av handlingar för personer med skyddade personuppgifter. E-arkiv och digitalt långtidsbevarande Vi har påbörjat arbetet med att införa e-arkiv för långtidsbevarande av information. Målet är att vi på sikt ska ha en helt digital informationshantering från det att vi skapar information tills det att vi slutarkiverar den. Du kan kontakta kommunarkivarien för mer information kring projektet. Lagar och regler kring arkivering Hur kommunens myndigheter och bolag ska förvalta sin information är beskrivet bland annat i kommunens arkivreglemente . Utöver reglementet gäller arkivlagen, tryckfrihetsförordningen, offentlighets- och sekretesslagen, personuppgiftslagen och kommunens egna anvisningar. Kontakta kommunarkivet"
"Arkivera i kommunarkivet, slutarkivera",https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/arkivering/arkivera-i-kommunarkivet-slutarkivera,"Arkivera i kommunarkivet, slutarkivera - del 4/4
Kontakta kommunarkivet"
Lämna ut en allmän handling,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/allman-handling/lamna-ut-en-allman-handling,"Lämna ut en allmän handling - del 1/4
Som kommun har vi en skyldighet att snabbt lämna ut allmänna handlingar om de är offentliga, det vill säga handlingar som inte omfattas av sekretess. Detta betyder att du kan behöva lämna ut en allmän handling om någon begär detta. Vad är en allmän handling? En handling är allmän om den förvaras hos myndigheten (nämnden) och om den har kommit in till eller är upprättad hos myndigheten. Allmänna handlingar är antingen offentliga (tillgängliga för allmänheten) eller hemliga (sekretessbelagda). För att en allmän handling eller uppgifter i en allmän handling ska kunna sekretessbeläggas krävs stöd i offentlighets- och sekretesslagen. Intern e-post inom myndigheten När en handling skickas mellan två myndigheter blir den inkommen hos den mottagande myndigheten och upprättad hos den avsändande myndigheten och är därmed en allmän handling. Varje förvaltning är en egen myndighet. En handling som skickas inom eller mellan avdelningar som tillhör samma myndighet är vanligtvis inte en allmän handling eftersom den då varken är upprättad eller inkommen. Handlingar som inte har lämnat myndighetens gränser ska därför ofta inte lämnas ut. Det kan exempelvis vara e-post som skickas inom eller mellan avdelningar som tillhör samma myndighet. Ett undantag från detta är om avsändaren och mottagaren tillhör olika verksamhetsgrenar"
Lämna ut en allmän handling,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/allman-handling/lamna-ut-en-allman-handling,"Lämna ut en allmän handling - del 2/4
exempelvis vara e-post som skickas inom eller mellan avdelningar som tillhör samma myndighet. Ett undantag från detta är om avsändaren och mottagaren tillhör olika verksamhetsgrenar inom myndigheten som agerar självständigt i förhållande till varandra. Det är dock mycket ovanligt. Om en handling som skickats inom myndigheten, till exempel ett e-postmeddelande, tillhör ett ärende som har slutbehandlats, justerats eller på annat sätt färdigställts anses handlingen dock vara expedierad. Det innebär att e-postmeddelandet är en allmän handling som ska lämnas ut om det inte omfattas av sekretess. Lämna ut handlingen utan dröjsmål När en person begär ut en allmän handling ska du tillhandahålla den ”utan dröjsmål” på stället eller i form av en kopia. Utan dröjsmål innebär att du helst ska lämna ut handlingen samma dag, men begär personen ut en stor mängd handlingar där vi behöver bedöma om de är offentliga får det ta längre tid. Innehåller handlingen sekretessbelagda uppgifter ska den tillhandahållas med dessa uppgifter ”maskade”. Om det behövs särskilt teknisk utrustning för att ta del av handlingarna är vi skyldiga att tillhandahålla sådan, till exempel en dator. Observera att du i regel inte har rätt att fråga vem som begär ut handlingen eller varför. Vi tar ut en avgift"
Lämna ut en allmän handling,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/allman-handling/lamna-ut-en-allman-handling,"Lämna ut en allmän handling - del 3/4
exempel en dator. Observera att du i regel inte har rätt att fråga vem som begär ut handlingen eller varför. Vi tar ut en avgift för kopior och utskrifter För kopior, utskrifter och avskrifter av allmän handling tar vi ut en avgift enligt gällande taxa. Du hittar taxan på kommunens webbplats, på sidan avgifter och taxor under rubriken administration. Huvudregeln är att vi inte lämnar ut handlingar digitalt, med det finns tillfällen då vi kan göra undantag, till exempel när media begär ut handlingar. Vanligast är att vi skickar handlingar med postförskott eller att personer hämtar ut på plats. Vem avgör om vi får lämna ut en handling? I första hand är det den tjänsteperson eller politiker som har hand om handlingen som tar ställning till om den ska lämnas ut eller inte. Att lämna ut en allmän offentlig handling anses som regel vara ett verkställighetsbeslut. Det innebär att vi inte behöver delegera rätten att besluta. Om handlingen innehåller uppgifter som omfattas av sekretess enligt offentlighets- och sekretesslagen får du inte lämna ut dessa delar. Den som har begärt ut handlingen har då rätt att få ett skriftligt beslut som kan överklagas. Vem som kan fatta beslut om att sekretessbelägga"
Lämna ut en allmän handling,https://intranet.falkenberg.se/service-support-och-stod-i-arbetet/dokument-och-arendehantering/allman-handling/lamna-ut-en-allman-handling,"Lämna ut en allmän handling - del 4/4
Den som har begärt ut handlingen har då rätt att få ett skriftligt beslut som kan överklagas. Vem som kan fatta beslut om att sekretessbelägga en allmän handling eller uppgifter i en allmän handling framgår av respektive nämnds delegationsordning. Har nämnden inte delegerat sådana ärenden ska den själv fatta beslutet. Sekretessbeslut överklagas till kammarrätten. Vem ska jag kontakta om jag är osäker? Varje förvaltning ska ha en kontaktperson som du kan höra av dig till om du är osäker på hur du ska göra när någon begär ut en allmän handling."
